"campo"	"valor"
"dados_id"	"ctb0598"
"dados_titulo"	"Conjunto de dados do  'LEVANTAMENTO DE RECONHECIMENTO DE MÉDIA INTENSIDADE DOS SOLOS E AVALIAÇÃO DA APTIDÃO AGRÍCOLA DAS TERRAS DO PÓLO JURUÁ-SOLIMÕES, AMAZONAS'"
"dados_autor"	"Antonio Agostinho Cavalcanti Lima (NA); Raimundo Silva Rêgo (NA); Amarindo Fausto Soares (NA); João Marcos Lima da Silva (NA); João Souza Martins (NA); José Raimundo Natividade Ferreira Gama (NA); Paulo Lacerda dos Santos (NA); Maria Amélia de Moraes Duriez (NA); Ruth Andrade Leal Johas (NA); Wilson Sant?Anna de Araújo (NA); Raphael Minotti Bloise (NA); Gisa Nara C. Moreira (NA); Marie Elisabeth Christine Claessen (NA); José Lopes de Paula (NA); João Luiz Rodrigues de Souza (NA); Therezinha Xavier Bastos (NA); Humberto Gonçalves dos Santos (NA)"
"organizacao_nome"	NA
"organizacao_local"	"Brasil"
"organizacao_url"	NA
"dados_descricao"	"Conjunto de dados públicos do solo originalmente obtidos do Sistema de Informação de Solos Brasileiros (SISB), construído e mantido pela Embrapa Solos (Rio de Janeiro) e Embrapa Informática Agropecuária (Campinas), referente ao  'LEVANTAMENTO DE RECONHECIMENTO DE MÉDIA INTENSIDADE DOS SOLOS E AVALIAÇÃO DA APTIDÃO AGRÍCOLA DAS TERRAS DO PÓLO JURUÁ-SOLIMÕES, AMAZONAS'. Dados de localização espacial de observações do solo sem coordenadas espaciais foram completados usando dados produzidos por Cooper et al. (2005) e publicados no artigo 'A national soil profile database for Brazil available to international scientists' do Soil Science Society of America Journal, ou então usando os dados de localização descritiva para inferir sobre as coordenadas espaciais mais prováveis usando serviços de mapas online como o Google Maps e o Google Earth. Erros e inconsistências nos dados das coordenadas espaciais das observações foram corrigidos manualmente visualizando as respectivas observações no Google Maps. Nos casos em que dados sobre o sistema de coordenadas de referência não estava disponível, adotou-se o WGS 84 como datum padrão. Também foram corrigidos erros e inconsistências, e realizadas atualizações no nome do município e código da unidade federativa onde as observações foram realizadas. Dados do conteúdo de ferro apresentando valores discrepantes foram corrigidos depois de consultar o relatório do levantamento do solo onde originalmente foram publicados. A fim de preservar a conexão dos dados com o SISB, usa-se o mesmo código de identificação daquele sistema para o conjunto de dados, assim como o código de identificação de cada observação corresponde ao código do perfil do solo no SISB e o código das amostras corresponde ao código dos horizontes. Todas os demais dados são mantidos como dados adicionais para facilitar o reuso do conjunto de dados como um todo. Nenhum item técnico-científico do SISB e seu respectivo banco de dados que seja fruto da atividade intelectual, criativa, inovadora e inédita dos projetos conduzidos pela Embrapa foi ou é usado para organizar estruturalmente a presente versão do conjunto de dados. O emprego deste conjunto de dados para finalidades profissionais e/ou comerciais deve ser precedido pelo contato com a Embrapa."
"area_conhecimento"	"Gênese, Morfologia e Classificação dos Solos"
"palavras_chave"	NA
"dados_publicacao"	"Levantamento de reconhecimento de média intensidade dos solos e avaliação da aptidão agrícola das terras do Pólo Juruá-Solimões, Amazonas. ? Rio de Janeiro : Embrapa Solos, 1999.&#10;LIMA, A.A.C.; REGO, R.S.; SOARES, A.F.; SILVA, J.M.L.da; MARTINS, J.S.; GAMA, J.R.N.F.; SANTOS, P.L.dos;  DURIEZ, M.A.de M.; JOHAS, R.A.L.; ARAUJO, W.S.de; BLOISE, R.M.; MOREIRA, G.N.C.; CLAESSEN, M.E.C.; PAULA, J.L.de; SOUZA, J.L.R.de; BASTOS, T.X.; SANTOS, H.G.dos.; https://www.bdsolos.cnptia.embrapa.br/consulta_publica.html; http://doi.org/10.2136/sssaj2004.0140"
"dados_idioma"	NA
"fonte_financeira"	NA
"dados_licenca"	"CC BY-NC 4.0 Atribuição-NãoComercial"
"extensao_temporal"	NA
"extensao_espacial"	NA
"extensao_altimetrica"	NA
"dados_completude"	NA
"dados_consistencia"	"consistência estrutural"
