"campo" "valor"
"dados_id" "ctb0643"
"dados_titulo" "VI Reunião de Correlação, Classificação e Aplicação de Levantamentos de Solos RS/SC/PR"
"dados_autor" "Gustavo Ribas Curcio; Américo Pereira de Carvalho; Itamar Antonio Bognola; Renato Antonio Dedecek; Raphael D. dos Santos; Iderê Azevedo Gomes; Márcio Rossi; Maurício Rizzato Coelho; Washington de Oliveira Barreto; Aluísio Granado de Andrade; Jaime Antônio de Almeida; Sebastião Barreiros Calderano; João Carlos Ker; Mauro da Conceição; Antônio Carlos Saraiva da Costa; Álvaro Pires da Silva; Neyde F. B. Giarola"
"organizacao_nome" "Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)"
"organizacao_local" "Estrada da Ribeira, Km 111, s/n, Colombo, Brasil, 83411-000"
"organizacao_url" "https://www.embrapa.br/florestas"
"dados_descricao" "Conjunto de dados referente à VI Reunião de Correlação, Classificação e Aplicação de Levantamentos de Solos RS/SC/PR. Falta registrar a data de coleta."
"dados_idioma" NA
"area_conhecimento" "Gênese, Morfologia e Classificação dos Solos"
"palavras_chave" "Brasil; Classificação; Congresso; Levantamento; Paraná; Rio Grande do Sul; Santa Catarina; Solo"
"dados_publicacao" "https://cloud.utfpr.edu.br/index.php/s/tiTHeiudGuoJh8C"
"fonte_financeira" NA
"dados_licenca" "CC BY-NC 4.0 Atribuição-NãoComercial"
"extensao_temporal" NA
"extensao_espacial" NA
"extensao_altimetrica" NA
"dados_completude" NA
"dados_consistencia" "consistência estrutural"
