"campo" "valor"
"dados_id" "ctb0636"
"dados_titulo" "Levantamento de reconhecimento dos solos do sul do estado de Mato Grosso"
"dados_autor" "Flavio Garcia de Freitas; Marcelo Nunes Camargo; Antonio Ramalho Filho; Elias Pedro Mothci; Esteväo Machado Moura; Hélio da Costa Almeida; Humberto G. dos Santos; Joäo A. Martins do Amaral; Joäo M. Gralha Tomasi; Klaus Peter Wittern; Manoel Faustino Neto; Reinaldo Oscar Potter"
"organizacao_nome" "Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)"
"organizacao_local" "Brasil"
"organizacao_url" NA
"dados_descricao" "Dados do levantamento de reconhecimento dos solos no sul do Estado de Mato Grosso (atualmente sul do Estado do Mato Grosso do Sul). As observações são provenientes do exame e amostragem de trincheiras e perfis adicionais em cortes recentes de estrada e pequenas trincheiras, além de inúmeros exames feitos com trado. Ao todo, são dados morfológicos, químicos e físicos de 120 perfis completos e 58 perfis complementares."
"area_conhecimento" "Gênese, Morfologia e Classificação dos Solos"
"palavras_chave" NA
"dados_publicacao" "http://www.infoteca.cnptia.embrapa.br/infoteca/handle/doc/327951"
"dados_idioma" NA
"fonte_financeira" NA
"dados_licenca" "CC BY-NC 4.0 Atribuição-NãoComercial"
"extensao_temporal" NA
"extensao_espacial" NA
"extensao_altimetrica" NA
"dados_completude" "aproximadamente completos (entre 70 e 95% de cobertura)"
"dados_consistencia" "consistência estrutural"
