"campo" "valor"
"dados_id" "ctb0011"
"dados_titulo" "Mineralogia, morfologia e classificação de saprolitos e Neossolos derivados de rochas vulcânicas no Rio Grande do Sul"
"dados_autor" "Fabrício de Araújo Pedron (fapedron em ufsm br); Antonio Carlos Azevedo (aazevedo em esalq.usp br)"
"organizacao_nome" "Universidade Federal de Santa Maria (UFSM)"
"organizacao_local" "Av. Roraima, 1000.0, Santa Maria, Brasil, 97105-900"
"organizacao_url" "http://w3.ufsm.br/ppgcs/"
"dados_descricao" "Inclui dados de ferro dos horizontes de cinco perfis do solo distribuídos numa sequência lito-climática desde a fronteira do RS com a Argentina, até a região dos Campos de Cima da Serra. Os critérios utilizados na escolha dos pontos amostrais foram a ocorrência, no perfil, de Neossolos Litólicos ou Regolíticos, altitude, relevo, material de origem, coordenadas geográficas, morfologia do perfil, dando-se preferência à presença de saprolito, e o histórico de uso da terra, onde foram selecionados pontos sem aplicação de insumos agrícolas."
"area_conhecimento" "Gênese, Morfologia e Classificação dos Solos"
"palavras_chave" "Mineralogia de solos; Gênese de solos; Morfologia de solos; Classificação de solos; Neossolos; Saprolitos; Pedologia;"
"dados_publicacao" "http://w3.ufsm.br/ppgcs/images/Teses/FABRICIO-DE-ARAUJO-PEDRON-TESE.pdf; doi.org/10.1590/S0103-84782012000300011"
"dados_idioma" NA
"fonte_financeira" NA
"dados_licenca" "CC BY 4.0 Atribuição"
"extensao_temporal" NA
"extensao_espacial" NA
"extensao_altimetrica" NA
"dados_completude" "incompletos (menos de 70% de cobertura)"
"dados_consistencia" "consistência estrutural"
