"campo" "valor"
"dados_id" "ctb0703"
"dados_titulo" "PROJETO RADAMBRASIL. Folha SB.22 Araguaia e parte da folha SC.22 Tocantins; Solos (volume 4)"
"dados_autor" "José Silva Rosatelli; Lúcio Salgado Vieira; João Viana Araujo; Mario Pestana de Araujo; Sérgio Sommer"
"organizacao_nome" "Instituto Brasileiro de Geografia e Estatística (IBGE)"
"organizacao_local" "Brasil"
"organizacao_url" NA
"dados_descricao" "Conjunto de dados do PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 4."
"dados_idioma" NA
"area_conhecimento" "Gênese, Morfologia e Classificação dos Solos"
"palavras_chave" NA
"dados_publicacao" "https://biblioteca.ibge.gov.br/visualizacao/livros/liv24021.pdf"
"fonte_financeira" NA
"dados_licenca" "CC BY-NC 4.0 Atribuição-NãoComercial"
"extensao_temporal" NA
"extensao_espacial" NA
"extensao_altimetrica" NA
"dados_completude" NA
"dados_consistencia" "consistência estrutural"
