"campo" "valor"
"dados_id" "ctb0645"
"dados_titulo" "Levantamento exploratório-reconhecimento de solos do Estado do Maranhão"
"dados_autor" "Paulo Klinger Tito Jacomine; Antonio Cabral Cavalcanti; Sergio Costa Pinto Pessôa; Nivaldo Brugos; Luiz Alberto Regueira Medeiros; Osvaldo Ferreira Lopes; Heraclio Fernandes Raposo de Mélo  Filho; Rheno Amaro Formiga; Maria Amélia de Moraes Duriez; Marie Elizabeth C. C. de Mélo Filho; Ruth Andrade Leal Johas; Washington de Oliveira Barreto; Wilson Sant'Anna de Araújo; Raphael Minotti Bloise; Giza Nara C. Moreira; Luiz Bezerra de Oliveira; José Lopes de Paula; Therezinha da Costa Lima; Loiva Lizia Antonello; Evanda Maria Rodrigues; Maria Carmelita Machado Menezes; Roberto Chaves Ferreira; Alfredo Stange"
"organizacao_nome" "Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)"
"organizacao_local" "Rio de Janeiro, Brasil"
"organizacao_url" NA
"dados_descricao" "Conjunto de dados públicos do solo originalmente obtidos do Sistema de Informação de Solos Brasileiros (SISB), construído e mantido pela Embrapa Solos (Rio de Janeiro) e Embrapa Informática Agropecuária (Campinas), referente ao levantamento exploratório-reconhecimento 'Levantamento Exploratório-Reconhecimento de Solos do Estado do Maranhão'. Dados de localização espacial de observações do solo sem coordenadas espaciais foram completados usando dados produzidos por Cooper et al. (2005) e publicados no artigo ‘A national soil profile database for Brazil available to international scientists’ do Soil Science Society of America Journal, ou então usando os dados de localização descritiva para inferir sobre as coordenadas espaciais mais prováveis usando serviços de mapas online como o Google Maps e o Google Earth. Erros e inconsistências nos dados das coordenadas espaciais das observações foram corrigidos manualmente visualizando as respectivas observações no Google Maps. Nos casos em que dados sobre o sistema de coordenadas de referência não estava disponível, adotou-se o WGS 84 como datum padrão. Também foram corrigidos erros e inconsistências, e realizadas atualizações no nome do município e código da unidade federativa onde as observações foram realizadas. Dados do conteúdo de ferro apresentando valores discrepantes foram corrigidos depois de consultar o relatório do levantamento do solo onde originalmente foram publicados. A fim de preservar a conexão dos dados com o SISB, usa-se o mesmo código de identificação daquele sistema para o conjunto de dados, assim como o código de identificação de cada observação corresponde ao código do perfil do solo no SISB e o código das amostras corresponde ao código dos horizontes. Todas os demais dados são mantidos como dados adicionais para facilitar o reuso do conjunto de dados como um todo. Nenhum item técnico-científico do SISB e seu respectivo banco de dados que seja fruto da atividade intelectual, criativa, inovadora e inédita dos projetos conduzidos pela Embrapa foi ou é usado para organizar estruturalmente a presente versão do conjunto de dados. O emprego deste conjunto de dados para finalidades profissionais e/ou comerciais deve ser precedido pelo contato com a Embrapa."
"area_conhecimento" "Gênese, Morfologia e Classificação dos Solos"
"palavras_chave" "Análise; Levantamento; Reconhecimento; Reconhecimento do Solo; Recurso natural; Solo"
"dados_publicacao" "http://ainfo.cnptia.embrapa.br/digital/bitstream/item/62683/1/CNPS-BOL.-PESQ.-35-86.pdf; https://www.dropbox.com/s/h7rw8vx3zls0kk8/JacomineEtAl1986_Levantamento_explorat%C3%B3rio-reconhecimento_de_solos_do_Estado_do_Maranh%C3%A3o.pdf?dl=0"
"dados_idioma" NA
"fonte_financeira" NA
"dados_licenca" "CC BY-NC 4.0 Atribuição-NãoComercial"
"extensao_temporal" NA
"extensao_espacial" NA
"extensao_altimetrica" NA
"dados_completude" NA
"dados_consistencia" "consistência estrutural"
